area_type,availability,location,id,size,society,total_sqft,bath,balcony,price
Super built-up  Area,19-Mar,Hennur Road,5314,2,Puachal,1341,2,1,75.76
Plot  Area,Ready To Move,Kurubarahalli,5315,3,,1200,3,0,70
Super built-up  Area,Ready To Move,Uttarahalli,5316,3,SLnssPr,1285,2,2,44.98
Super built-up  Area,Ready To Move,HAL 2nd Stage,5317,3,,2100,3,,252
Super built-up  Area,Ready To Move,Yeshwanthpur,5318,3,IBityin,1679,3,,92.13
Built-up  Area,Ready To Move,Puttappa Layout,5319,4,,2675,4,2,290
Built-up  Area,Ready To Move,"Ananthanagar Phase 1,Electronic City , phase 2",5320,2,,1016,2,1,45.9
Built-up  Area,Ready To Move,Banashankari Stage II,5321,4,,1500,2,0,650
Plot  Area,Ready To Move,Palace Guttahalli,5322,3,,660,2,1,100
Super built-up  Area,Ready To Move,Rajaji Nagar,5323,3,PhestOn,2448,3,2,400
Super built-up  Area,Ready To Move,Bellandur,5324,2,,924,2,2,35.11
Super built-up  Area,18-Jul,8th Phase JP Nagar,5325,1,Maian M,500,1,1,31
Super built-up  Area,Ready To Move,Ngef Layout,5326,3,,1800,3,2,88
Super built-up  Area,Ready To Move,Whitefield,5327,2,Vixirri,1255,2,3,77
Super built-up  Area,18-Dec,Hennur Road,5328,2,Inaxyga,1040,2,2,50
Super built-up  Area,Ready To Move,Kattigenahalli,5329,2,Vehida ,1062,2,2,47
Super built-up  Area,19-Dec,Varthur Road,5330,2,Aseenh ,770,2,0,19.33
Super built-up  Area,Ready To Move,Hosur Road,5331,2,Nimesch,950,2,1,60
Super built-up  Area,18-May,Whitefield,5332,2,Prtates,1216,2,1,73
Super built-up  Area,Ready To Move,HSR Layout,5333,2,AdadeEs,1300,2,2,98
Super built-up  Area,Ready To Move,5th Phase JP Nagar,5334,2,,1390,2,2,65
Super built-up  Area,19-Jul,Yelahanka,5335,2,Goues A,1033,2,1,52.58
Super built-up  Area,19-Dec,Yelahanka,5335,2,Goues A,1390,2,2,65.31
Super built-up  Area,Ready To Move,Jalahalli,5336,2,,1020,2,1,52
Super built-up  Area,19-Dec,Whitefield,5337,1,Oreldhi,524,1,0,34.735
Super built-up  Area,18-Oct,Whitefield,5337,2,ARipsul,1140,2,2,45
Super built-up  Area,Ready To Move,Yeshwanthpur,5338,1,IBityin,670,1,1,36.85
Super built-up  Area,18-Jul,Bhoganhalli,5339,4,Rosha I,2171,4,2,111
Super built-up  Area,Ready To Move,Bannerghatta Road,5340,2,Gundaa ,1136,2,1,48
Built-up  Area,Ready To Move,Doddakannelli,5341,3,Sueesti,1477,2,2,80
Super built-up  Area,Ready To Move,KR Puram,5342,2,,1001,2,2,30
Super built-up  Area,19-Dec,Yelahanka,5343,2,Goues A,1040,2,1,48.86
Super built-up  Area,Ready To Move,Garudachar Palya,5344,2,,1060,2,1,48.5
Super built-up  Area,Ready To Move,Sarjapur,5345,2,,1240,2,1,44.3
Super built-up  Area,Ready To Move,Byadarahalli,5346,4,ETntsce,3500,5,,450
Super built-up  Area,Ready To Move,Doddabommasandra,5347,9,,42000,8,3,175
Super built-up  Area,20-Dec,Varthur,5348,2,Myple M,1070,2,2,46
Built-up  Area,Ready To Move,Electronic City Phase II,5349,2,SJmesst,1253,2,1,65.8
Super built-up  Area,Ready To Move,Whitefield,5350,2,Srmesun,1190,2,2,60
Super built-up  Area,Ready To Move,Whitefield,5350,2,Sparam ,1312,2,2,55
Built-up  Area,Ready To Move,KR Puram,5351,2,HovasTe,750,2,0,40
Built-up  Area,Ready To Move,Koramangala,5352,3,KHage G,1615,3,2,115
Built-up  Area,Ready To Move,Marathahalli,5353,2,,1095,2,1,60
Super built-up  Area,Ready To Move,Whitefield,5354,3,Gotis A,1745,3,3,100
Super built-up  Area,Ready To Move,Rachenahalli,5355,2,,1050,2,2,52.5
Plot  Area,Ready To Move,4th T block Jayanagar,5356,4,,2080,4,2,440
Super built-up  Area,Ready To Move,Thanisandra,5357,2,MenueNo,1220,2,1,44.6
Super built-up  Area,Ready To Move,Kempegowda Nagar,5358,3,Sonumy ,1793,3,2,98
Super built-up  Area,Ready To Move,Uttarahalli,5359,2,,1100,1,2,45
Super built-up  Area,Ready To Move,Yelahanka New Town,5360,2,Covelrs,1385,2,3,65
Super built-up  Area,Ready To Move,Begur Road,5361,2,,1200,2,2,45
Super built-up  Area,Ready To Move,Haralur Road,5362,3,NDionas,2017,2,2,125
Super built-up  Area,Ready To Move,Attibele,5363,1,Jae 1hu,400,1,1,10
Super built-up  Area,18-Apr,Bellandur,5364,3,,1400,2,2,44.81
Super built-up  Area,Ready To Move,Bethel Nagar,5365,2,Saaveir,960,2,1,33
Super built-up  Area,Ready To Move,Uttarahalli,5366,2,Aklia R,1125,2,1,47
Super built-up  Area,Ready To Move,Akshaya Nagar,5367,3,Javasi ,1551,2,2,60
Plot  Area,Ready To Move,BTM Layout,5368,4,,600,4,2,122
Super built-up  Area,Ready To Move,Vittasandra,5369,2,,1246,2,1,67.4
Built-up  Area,18-Apr,Whitefield,5370,4,,3200,4,3,224
Super built-up  Area,Ready To Move,Marathahalli,5371,2,SrncyRe,1060,2,1,48
Super built-up  Area,Ready To Move,Bharathi Nagar,5372,2,ReudePr,1384,2,2,59
Super built-up  Area,Ready To Move,Byagadadhenahalli,5373,2,VBavaai,620,2,1,23
Super built-up  Area,18-Jun,Bommasandra,5374,2,SSestth,1005,2,1,39.77
Plot  Area,Ready To Move,Sarakki Nagar,5375,3,,1200,3,2,128
Built-up  Area,Ready To Move,Kirloskar Layout,5376,3,,1400,3,2,35
Super built-up  Area,Ready To Move,HSR Layout,5377,3,SrisePo,2400,3,3,88
Super built-up  Area,Ready To Move,Whitefield,5378,2,Rabow R,1096,2,1,39
Super built-up  Area,Ready To Move,Kaggadasapura,5379,2,,1180,1,0,50
Super built-up  Area,Ready To Move,Uttarahalli,5380,3,,1300,2,1,47
Plot  Area,18-Apr,tc.palya,5381,2,,1020,2,1,62
Plot  Area,Ready To Move,Margondanahalli,5382,2,,600,2,0,35
Super built-up  Area,Ready To Move,Dollar Scheme Colony,5383,4,Vacesi ,3563,6,1,310
Super built-up  Area,Ready To Move,Konanakunte Cross,5384,2,,1165,2,2,47
Super built-up  Area,18-Mar,Bellandur,5385,3,NiCodCa,1685,3,3,100
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,5386,3,GrrvaGr,1580,3,3,53.56
Super built-up  Area,Ready To Move,Balagere,5387,2,Soresea,1210,2,1,83
Super built-up  Area,Ready To Move,Kammasandra,5388,2,DSOakil,1030,1,2,25.75
Built-up  Area,Ready To Move,Nagappa Reddy Layout,5389,2,,1100,2,2,43.5
Super built-up  Area,19-Dec,Hebbal,5390,3,Magiaya,1255,3,2,77.68
Super built-up  Area,20-Dec,Jakkur,5391,3,ArndsSk,1482,3,2,86
Super built-up  Area,Ready To Move,Hebbal,5392,2,Prersis,1344,2,1,108
Super built-up  Area,18-Jun,Kothannur,5393,3,,1275,2,2,39.8
Plot  Area,Ready To Move,Vidyaranyapura,5394,3,,462,3,,38
Super built-up  Area,Ready To Move,Omarbagh Layout,5395,4,SNtua S,3300,5,3,318
Super built-up  Area,Ready To Move,Panathur,5396,2,,1210,2,2,85
Super built-up  Area,19-Jun,Hebbal,5397,3,Raard B,1320,3,3,226
Super built-up  Area,19-Mar,Hosa Road,5398,3,Skume R,1532,3,2,98.13
Super built-up  Area,Ready To Move,JP Nagar,5399,2,Maerar ,1245,2,2,110
Super built-up  Area,Ready To Move,Nagarbhavi,5400,2,MaentNa,1212,2,,50
Super built-up  Area,18-Oct,Sarjapur  Road,5401,2,,1230,2,1,65
Plot  Area,Ready To Move,Indira Nagar,5402,5,,1000,5,2,180
Super built-up  Area,Ready To Move,Ramagondanahalli,5403,3,DNeremo,2257,3,2,159
Super built-up  Area,Ready To Move,Vittasandra,5404,2,,1246,2,1,65.4
Super built-up  Area,Ready To Move,Gunjur,5405,2,Akncyes,1080,2,2,41
Plot  Area,Ready To Move,Kannur,5406,6,,3,6,3,75
Super built-up  Area,Ready To Move,Varthur,5407,3,Vaensia,1360,2,3,85
Super built-up  Area,Ready To Move,Yelenahalli,5408,2,,1260,2,2,47.88
Built-up  Area,Ready To Move,Kengeri Satellite Town,5409,4,,1200,3,0,110
Super built-up  Area,Ready To Move,Thigalarapalya,5410,2,Prtanha,1418,2,2,104
Plot  Area,Ready To Move,anjananager magdi road,5411,3,,1200,3,1,165
Super built-up  Area,Ready To Move,Kasavanhalli,5412,2,,950,2,1,39
Super built-up  Area,Ready To Move,Nagarbhavi,5413,2,,1020,2,2,55
Super built-up  Area,18-May,Electronic City Phase II,5414,3,Sryalan,1400,2,2,40.44
Plot  Area,Ready To Move,Kodipalya,5415,4,,1440,4,0,88
Built-up  Area,Ready To Move,Huskur,5416,6,,800,6,2,75
Super built-up  Area,18-Sep,KR Puram,5417,3,MCnexva,1310,,,62.81
Super built-up  Area,18-May,Electronics City Phase 1,5418,2,Shitt S,1175,2,1,69
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,5419,2,GrrvaGr,1185,2,1,40.17
Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,5420,3,GRvasth,2250,3,1,113
Super built-up  Area,Ready To Move,Sarjapur  Road,5421,2,S2kaaan,1178,2,2,40.43
Super built-up  Area,Ready To Move,Ulsoor,5422,4,Roale D,36000,4,2,450
Super built-up  Area,Ready To Move,Whitefield,5423,1,UKe 2nz,825,1,1,44.9
Super built-up  Area,18-May,Madiwala,5424,3,,1250,3,2,43
Super built-up  Area,Ready To Move,Electronics City Phase 1,5425,2,Courf T,1113.12,2,2,55
Super built-up  Area,Ready To Move,2nd Block Jayanagar,5426,3,SaignSo,1718,3,3,223
Super built-up  Area,Ready To Move,Gottigere,5427,2,Srncyla,1010,2,1,35
Super built-up  Area,21-Dec,Kanakpura Road,5428,2,PrarePa,900,2,1,41
Plot  Area,Ready To Move,Syndicate Bank Colony,5429,4,,1500,4,3,240
Plot  Area,Ready To Move,Rayasandra,5430,1,,540,1,1,16.5
Super built-up  Area,18-May,Electronic City,5431,2,,1020,2,2,29.46
Super built-up  Area,18-Jun,Hosur Road,5432,2,PuendWe,1194,2,1,71.64
Plot  Area,Ready To Move,Vijayanagar,5433,8,,1470,6,2,300
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5434,3,,600,4,2,100
Super built-up  Area,Ready To Move,Electronic City,5435,2,Prarkun,1108,2,1,67.15
Built-up  Area,Ready To Move,Hebbal,5436,4,RMudeat,3895,2,1,451
Super built-up  Area,21-Jan,Kanakpura Road,5437,2,PrarePa,700,2,1,34.99
Super built-up  Area,Ready To Move,Somasundara Palya,5438,3,,1600,3,3,68
Super built-up  Area,Ready To Move,Nagarbhavi,5439,3,,1850,3,2,90
Super built-up  Area,Ready To Move,Tumkur Road,5440,2,LIandee,1250,2,2,33
Built-up  Area,Ready To Move,Ramamurthy Nagar,5441,1,,600,1,1,43
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,5442,2,GrrvaGr,1140,2,1,49.27
Super built-up  Area,Ready To Move,CQAL Layout,5443,3,,1200,2,2,75
Super built-up  Area,Ready To Move,Nayandanahalli,5444,2,Rarelt ,985,2,1,55
Super built-up  Area,Ready To Move,Bellandur,5445,2,Sronda ,982,2,2,55
Built-up  Area,Ready To Move,9th Phase JP Nagar,5446,1,NaensGa,600,1,0,20
Super built-up  Area,Ready To Move,Old Madras Road,5447,3,Brica E,2640,5,1,142
Super built-up  Area,Ready To Move,Akshaya Nagar,5448,2,DLhtsnd,1314,2,2,68.8
Super built-up  Area,Ready To Move,Vijaya Bank Layout,5449,3,,1700,2,2,68.5
Super built-up  Area,18-May,1st Phase JP Nagar,5450,2,Inntsth,1077,2,2,93
Built-up  Area,Ready To Move,Chandapura,5451,4,MRowsea,1782,,,66.165
Super built-up  Area,Ready To Move,Varanasi,5452,5,,2000,4,1,99
Super built-up  Area,Ready To Move,DUO Layout,5453,3,Viockit,1643,3,2,75
Plot  Area,Ready To Move,Kengeri,5454,3,,1200,3,1,67
Super built-up  Area,Ready To Move,Whitefield,5455,2,Sonviik,1116,2,1,51.91
Super built-up  Area,Ready To Move,Abbigere,5456,2,SLtias ,1020,2,1,41.82
Built-up  Area,Ready To Move,Vittasandra,5457,7,,621,7,,64
Built-up  Area,Ready To Move,Daadys Gaarden Layout,5458,3,InockHo,1740,3,2,55
Super built-up  Area,18-May,GM Palaya,5459,2,,1225,2,2,47
Built-up  Area,Ready To Move,Thanisandra,5460,3,Pronyt ,1241,2,1,61
Super built-up  Area,Ready To Move,Hennur,5461,2,MDncyhi,1041,2,2,40.6
Super built-up  Area,Ready To Move,Bommanahalli,5462,2,Jaw 2 L,1050,2,2,46
Super built-up  Area,18-Mar,Srinivas Colony,5463,3,,4400,3,1,901
Super built-up  Area,21-May,Kanakpura Road,5464,2,GolusLi,1309,2,3,64.39
Super built-up  Area,Ready To Move,Dodda Nekkundi,5465,2,,1128,2,2,45
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,5466,3,7 ise P,1430,2,1,50
Super built-up  Area,19-Dec,Old Madras Road,5467,2,SheldGr,1065,2,1,47.86
Super built-up  Area,Ready To Move,OMBR Layout,5468,2,,1085,2,1,64
Plot  Area,Ready To Move,Vishveshwarya Layout,5469,1,,750,1,1,30
Super built-up  Area,Ready To Move,Bellandur,5470,2,,981,2,2,37.28
Carpet  Area,18-Dec,Bhoganhalli,5471,4,Rosha I,1548.3,4,1,129
Super built-up  Area,Ready To Move,Hebbal Kempapura,5472,4,Goateds,2302,4,2,300
Built-up  Area,Ready To Move,Kalyan nagar,5473,3,,1410,2,2,60
Super built-up  Area,19-Mar,Hosa Road,5474,3,Sosisic,1525.84,3,1,117
Super built-up  Area,Ready To Move,Begur Road,5475,2,Dhalsh ,1200,2,2,42.6
Built-up  Area,Ready To Move,Sampangi Rama Nagar,5476,2,,1030,2,2,80
Super built-up  Area,Ready To Move,BTM 1st Stage,5477,3,Coise P,1852,2,,95
Built-up  Area,18-Dec,Electronic City,5478,2,,1160,2,1,33.5
Built-up  Area,Ready To Move,Jigani,5479,2,DLhtsan,918,2,1,49
Super built-up  Area,19-Dec,Hebbal,5480,3,Magiaya,1255,2,1,90
Plot  Area,Ready To Move,HRBR Layout,5481,6,,1200,6,3,250
Built-up  Area,Ready To Move,JP Nagar,5482,3,,1150,2,2,49.9
Super built-up  Area,Ready To Move,Indira Nagar,5483,3,,2700,3,,324
Built-up  Area,18-Mar,Moodalapalya,5484,2,,1150,2,2,69
Super built-up  Area,Ready To Move,Whitefield,5485,2,Iseenst,1227,2,2,53.49
Super built-up  Area,18-Dec,Hebbal,5486,3,Magiaya,1255,3,2,77.68
Plot  Area,Ready To Move,Moodalapalya,5487,6,,840,8,0,120
Super built-up  Area,Ready To Move,Panathur,5488,2,Prcesvy,1198,2,1,82
Plot  Area,Ready To Move, Devarachikkanahalli,5489,3,,1200,3,1,160
Built-up  Area,Ready To Move,Frazer Town,5490,3,CaaveEn,188.89,3,1,180
Built-up  Area,Ready To Move,Nelamangala,5491,4,V2gesre,2600,3,1,95
Super built-up  Area,Ready To Move,Thigalarapalya,5492,3,Prtanha,2072,4,2,139
Super built-up  Area,Ready To Move,Pattandur Agrahara,5493,2,Shvarji,797,2,1,32
Built-up  Area,Ready To Move,Nayandanahalli,5494,3,Rarelt ,1350,2,3,68
Built-up  Area,Ready To Move,Sahakara Nagar,5495,4,EsniaGa,2500,4,,200
Super built-up  Area,Ready To Move,Thigalarapalya,5496,3,Prtanha,2215,4,2,160
Super built-up  Area,21-Dec,Kanakpura Road,5497,1,PrarePa,525,1,1,30
Super built-up  Area,Ready To Move,Bannerghatta Road,5498,4,,2700,4,3,260
Super built-up  Area,Ready To Move,Gokaula Extension,5499,3,,1500,2,1,90
Plot  Area,Ready To Move,Subash Nagar,5500,2,,900,2,0,55
Super built-up  Area,Ready To Move,Poorna Pragna Layout,5501,3,,1355,2,3,58.27
Super built-up  Area,Ready To Move,Kudlu Gate,5502,3,,1465,2,2,49.81
Plot  Area,Ready To Move,Ramamurthy Nagar,5503,2,SVoutow,1006,2,1,57
Built-up  Area,Ready To Move,Vishveshwarya Layout,5504,4,,2000,4,1,75
Super built-up  Area,18-Aug,Electronic City,5505,2,Prarkun,1128,2,1,65.7
Built-up  Area,Ready To Move,Pattanagere,5506,2,,850,2,0,35
Super built-up  Area,Ready To Move,ISRO Layout,5507,3,Shhin S,1310,2,3,68
Super built-up  Area,Ready To Move,Banashankari,5508,2,Bregae ,1390,2,2,86
Super built-up  Area,Ready To Move,Kathriguppe,5509,3,,1390,2,2,76.45
Plot  Area,Ready To Move,Marathahalli,5510,4,,2396,4,2,325
Super built-up  Area,Ready To Move,Electronic City,5511,2,Cearuy ,1170,2,1,33
Super built-up  Area,Ready To Move,Gottigere,5512,3,Apentir,1385,2,2,50
Super built-up  Area,Ready To Move,Old Madras Road,5513,2,,1160,2,1,42
Super built-up  Area,18-May,Electronic City Phase II,5514,2,Sryalan,1160,2,1,33.5
Super built-up  Area,Ready To Move,Bannerghatta Road,5515,3,SNity S,1200,2,2,69
Super built-up  Area,Ready To Move,Mahadevpura,5516,2,3Codeli,1475,2,2,55
Built-up  Area,20-Jul,Sarjapur  Road,5517,3,NVdenic,1939,3,0,98
Built-up  Area,Ready To Move,7th Phase JP Nagar,5518,2,Prhna S,850,2,2,42
Built-up  Area,17-May,Balagere,5519,1,Soresea,675,1,1,45
Built-up  Area,Ready To Move,Electronic City,5520,2,GMown E,1060,2,1,51
Super built-up  Area,18-Jun,Whitefield,5521,2,SSdhimr,1235,2,2,47
Plot  Area,18-May,RTO ullalu,5522,2,,600,4,1,110
Super built-up  Area,Ready To Move,Austin Town,5523,2,,1250,2,1,60
Super built-up  Area,Ready To Move,Banashankari,5524,2,Ajacea ,1460,2,3,70
Super built-up  Area,Ready To Move,Akshaya Nagar,5525,3,DLhtsnd,1690,3,2,85
Built-up  Area,Ready To Move,Indira Nagar,5526,1,GoilsDa,850,1,2,57
Super built-up  Area,Ready To Move,Kanakpura Road,5527,3,PuandHi,1843,3,2,82
Built-up  Area,Ready To Move,7th Phase JP Nagar,5528,3,Eladero,1680,3,2,117
Super built-up  Area,Ready To Move,Kundalahalli,5529,2,Dieldli,1047,2,1,84
Super built-up  Area,18-Jun,8th Phase JP Nagar,5530,2,,1100,2,2,35
Plot  Area,Ready To Move,Indira Nagar,5531,8,,3250,8,1,600
Super built-up  Area,Ready To Move,Nagarbhavi,5532,2,,1120,2,3,53
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,5533,2,Shmai D,1095,2,2,38.33
Super built-up  Area,19-Oct,Carmelaram,5534,2,,970,2,2,35
Plot  Area,Ready To Move,Bommanahalli,5535,5,Duavenc,1200,7,2,125
Built-up  Area,Ready To Move,Hosa Road,5536,3,Saowsou,1100,2,3,85
Super built-up  Area,Ready To Move,Uttarahalli,5537,3,Baveles,1685,3,2,85
Built-up  Area,Ready To Move,Doddanekundi,5538,2,,1148,2,1,59
Built-up  Area,Ready To Move,Marathahalli,5539,2,Palanla,1050,2,1,65
Super built-up  Area,Ready To Move,Bannerghatta Road,5540,3,SNity S,1465,2,1,76
Plot  Area,Ready To Move,Kothanur,5541,4,Fencyes,3401,5,,230
Built-up  Area,17-Dec,Electronic City,5542,1,Prarkun,630,1,1,60
Super built-up  Area,Ready To Move,7th Phase JP Nagar,5543,3,Brngsal,1850,3,1,150
Plot  Area,Ready To Move,Vidyaranyapura,5544,9,,1200,9,,175
Built-up  Area,Ready To Move,Cottonpet,5545,4,,1750,2,1,225
Built-up  Area,Ready To Move,Shikaripalya,5546,3,Maenara,1350,3,1,60
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,5547,3,Saitya ,1760,3,2,160
Super built-up  Area,Ready To Move,Rajaji Nagar,5548,2,Brway G,1440,2,2,185
Super built-up  Area,Ready To Move,Banashankari Stage III,5549,2,SrentAp,1200,2,0,42
Built-up  Area,Ready To Move,Hennur Bande,5550,2,Matrai ,1100,2,1,78
Built-up  Area,Ready To Move,Kaggadasapura,5551,2,,1140,2,2,46
Super built-up  Area,19-Aug,Hormavu,5552,3,DSapete,1469,3,0,73.595
Super built-up  Area,Ready To Move,Gottigere,5553,2,MBireap,1410,2,2,45
Super built-up  Area,Ready To Move,Mahadevpura,5554,3,Neisei ,1434,2,1,67.39
Plot  Area,Ready To Move,"ravindra nagar, T.dasarahalli peenya",5555,2,,1180,2,2,74
Super built-up  Area,Ready To Move,Begur Road,5556,2,Dhalsh ,1160,2,2,42
Super built-up  Area,Ready To Move,EPIP Zone,5557,2,Ste 2al,1343,2,2,86
Built-up  Area,Ready To Move,LB Shastri Nagar,5558,2,,1184,2,1,69
Super built-up  Area,Ready To Move,Koramangala,5559,3,Proodt ,2246,3,0,300
Built-up  Area,Ready To Move,Rajankunte,5560,3,,4510,4,3,200
Super built-up  Area,Ready To Move,Banashankari Stage III,5561,3,Pridsi ,1305,2,1,59
Super built-up  Area,Ready To Move,Sarjapur  Road,5562,4,Maana E,3785,5,,280
Super built-up  Area,Ready To Move,1st Block BEL Layout,5563,3,,1540,3,2,85
Super built-up  Area,Ready To Move,Kanakpura Road,5564,3,JRrnauv,1550,3,3,65.11
Super built-up  Area,Ready To Move,Yelahanka,5565,3,Apows M,1345,2,1,57
Super built-up  Area,Ready To Move,Electronic City Phase II,5566,3,Assha A,975,2,2,45
Super built-up  Area,Ready To Move,HSR Layout,5567,2,NRosete,1140,2,2,46
Super built-up  Area,18-Aug,JP Nagar,5568,2,DSvvyx ,1152,2,1,34.56
Built-up  Area,Ready To Move,Old Airport Road,5569,4,,3200,4,2,700
Super built-up  Area,19-Dec,Kodathi,5570,3,,1033,2,2,31.5
Super built-up  Area,Ready To Move,Richards Town,5571,3,PriumMi,1800,3,0,230
Super built-up  Area,Ready To Move,Marathahalli,5572,2,,1102,2,2,53.67
Super built-up  Area,Ready To Move,Subramanyapura,5573,3,,1223,2,2,42.81
Super built-up  Area,18-Mar,Kadugodi,5574,3,Alestrb,1762,3,3,112
Built-up  Area,Ready To Move,Kengeri Satellite Town,5575,2,Mameser,560,2,1,16.6
Built-up  Area,Ready To Move,KR Puram,5576,6,,2000,6,0,85
Super built-up  Area,Ready To Move,Electronic City,5577,3,DSgmax ,1410,2,2,38
Super built-up  Area,19-Dec,Thanisandra,5578,3,DSity S,1853,3,1,64.86
Super built-up  Area,Ready To Move,Kothanur,5579,2,,1455,2,,69
Super built-up  Area,18-Jan,Hebbal,5580,2,Prersis,1138,2,1,110
Built-up  Area,Ready To Move,Sarjapur  Road,5581,3,Adntsra,2556,3,2,169
Super built-up  Area,18-May,TC Palaya,5582,3,,1200,2,0,66.5
Super built-up  Area,Ready To Move,Anantapura,5583,2,,1200,2,2,37
Super built-up  Area,Ready To Move,Thanisandra,5584,3,Soitya ,204,4,2,185
Plot  Area,19-Jan,Anekal,5585,2,,1200,1,1,36
Super built-up  Area,19-Jun,Whitefield,5586,3,VaiteEx,1870,3,2,138
Super built-up  Area,18-May,Panathur,5587,2,Prcesvy,1199,2,1,86
Plot  Area,Ready To Move,Prakruthi Township,5588,6,,800,8,,150
Super built-up  Area,Ready To Move,Doddakallasandra,5589,3,,1360,2,2,54.4
Super built-up  Area,Ready To Move,Babusapalaya,5590,3,,1230,3,3,53
Super built-up  Area,Ready To Move,Hosahalli Extension,5591,3,,2000,3,2,120
Plot  Area,Ready To Move,Kasturi Nagar,5592,4,,1200,4,2,250
Super built-up  Area,Ready To Move,Kundalahalli,5593,2,Dieldli,1047,2,1,83
Plot  Area,18-Mar,Electronic City Phase II,5594,4,,6000,4,,260
Plot  Area,18-Feb,Ramamurthy Nagar,5595,2,,1200,2,1,76
Super built-up  Area,18-Jan,Kengeri Satellite Town,5596,2,V6estde,1255,2,0,44.285
Super built-up  Area,Ready To Move,Kengeri,5597,2,,725,2,1,30
Super built-up  Area,Ready To Move,Jakkur,5598,3,HRaniIb,1645,3,1,100
Built-up  Area,Ready To Move,Sultan Palaya,5599,2,,870,2,1,65
Super built-up  Area,Ready To Move,Marathahalli,5600,2,,1026,2,1,49.95
Built-up  Area,18-Jul,Bennigana Halli,5601,3,,2000,3,1,145
Super built-up  Area,Ready To Move,Cooke Town,5602,2,,1710,2,2,200
Super built-up  Area,18-Apr,Hosur Road,5603,3,PuendWe,1766,3,1,130
Super built-up  Area,Ready To Move,Makali,5604,1,,500,1,1,15
Built-up  Area,18-Apr,JP Nagar,5605,2,,1100,1,1,15
Super built-up  Area,Ready To Move,Jigani,5606,3,DLhtsen,1221,3,3,52
Super built-up  Area,Ready To Move,Rachenahalli,5607,1,,680,1,1,46
Super built-up  Area,Ready To Move,Sarjapur  Road,5608,2,Adeatlm,1278,2,2,90
Super built-up  Area,Ready To Move,Kodichikkanahalli,5609,2,PentyVB,1025,2,2,66
Super built-up  Area,18-Aug,Whitefield,5610,2,SSdhimr,1175,2,1,39
Super built-up  Area,19-Jul,Sarjapur  Road,5611,2,Sasta S,870,2,0,28.275
Built-up  Area,Ready To Move,6th Phase JP Nagar,5612,1,,600,1,1,75
Super built-up  Area,Ready To Move,Seethappa Layout,5613,2,,850,2,1,42
Super built-up  Area,Ready To Move,Anjanapura,5614,2,,710,2,0,25
